Student ID,Unit Number,Comments,Satisfaction
1125,183,"The presentation was fun albeit nervewrecking at times!
My project supervisors <> and <> were super enthusiast, warm and supportive throughout the entirety of the course. KEEP UP THE GOOD WORK!
Manuscript was challenging, however with teamwork we persevered well!",5
1127,25,Great diverse assignments which challenged me and forced me to delve into the photography world.,5
1128,15,"I thoroughly enjoyed this unit as is, the lecturer is highly engaging and full of great ideas that reflect on his prior industry/academic experiences.",5
1129,286,"Engaging teacher, clearly outlined expectations and information",5
116,519,"The core content was minimal, allowing for all our available time to be invested in writing the thesis",5
1130,437,<> is a pretty inspirational teacher who obviously loves what he teaches,5
1130,343,"I really liked my tutor, so the lab sessions every week were cool. All the stuff that was not making sense made perfect sense when <> explained everything. He has been awesome. Also I liked how <> played music in the lecture break, and he was really helpful.",5
116,486,"The interactivity and class engagement. Most other lectures / tutorials have a one-way, passive approach to teaching, while the learning for this class required everyone to engage. In my opinion, this helped us to develop our understanding of the ethical codes and principles in order to analyse case study with the level of comprehension and analysis required.",5
1131,494,"Lots of support, teacher is always active",5
1132,116,"Material is provided online, very clear to understand as well as keep up. Ability to engage in online discussion is also a great idea allowing exchange of information.",5
119,395,"Giving context to different forms of the <> relations. To this end, examining <> through a historical lens as a process that has evolved over centuries.",5
1132,468,The way the assessments allow for students to apply theory. Also the topics are way to follow.,5
120,460,Assignments were very engaging and electronically made it better,5
1133,151,"Having all tasks visible and available for each grade tier at the start of semester was really good for planning purposes. My favourite part of the unit was getting to design, plan and code my own idea for a program - the unit encourages self-directed learning, something that most uni units could learn from.",5
1134,218,<>. As simple as that,5
119,520,"Apart from the week on '<>' every week was informative and highly interesting. Although I am still somewhat skeptical about the merit of 'theorizing' policy making, it was interesting to see how much effort has gone into framing such a socially contingent aspect of our lives.",5
117,202,My project group was by far the best group I have ever had the pleasure of working with in my time at University.,5
121,521,How relevant the readings were to the reality of teaching,5
1135,296,<> links to real world scenarios helped provide a practical context for the unit.,5
1136,80,Giving feedback every weeks so that we improve our work.,5
1137,522,"It's great to finally get into <> in an <> course, where I would expect a lot more of the course to be <> than what it has been so far. The <> component is exciting and a lot of fun as well.",5
